id,Model,Version release date,Link,Notes,Hugging Face developer id,Display name,Knowledge cutoff date,Description,Official release,Unique display name,ML Models,ML Models 2,ML Models 3,Model publication date,API prices,API Prices (new),Model aggregation,Model aggregation date,ML Models copy,ML Models copy
gpt-4o-2024-05-13,GPT-4o,2024-05-13,https://platform.openai.com/docs/models#gpt-4o,"GPT-4o (“o” for “omni”) is our versatile, high-intelligence flagship model. It accepts both text and image inputs, and produces text outputs (including Structured Outputs). 
The knowledge cutoff for GPT-4o models is October, 2023 (https://learn.microsoft.com/en-us/azure/ai-services/openai/concepts/models?tabs=global-standard%2Cstandard-chat-completions#gpt-4o-and-gpt-4-turbo).",,GPT-4o (May 2024),2023-10-01,"The first version of GPT-4o, OpenAI's last multimodal model in the GPT-4 series, which powered ChatGPT from mid-2024 to -2025.",,,GPT-4o,GPT-4o,,2024-05-13,,"gpt-4o-2024-05-13_2026-03-05_OpenAI,gpt-4o-2024-05-13_2026-03-05_Azure",GPT-4o (May 2024),,,GPT-4o
gpt-4o-2024-08-06,GPT-4o,2024-08-06,https://platform.openai.com/docs/models#gpt-4o,"GPT-4o (“o” for “omni”) is our versatile, high-intelligence flagship model. It accepts both text and image inputs, and produces text outputs (including Structured Outputs). 
The knowledge cutoff for GPT-4o models is October, 2023 (https://learn.microsoft.com/en-us/azure/ai-services/openai/concepts/models?tabs=global-standard%2Cstandard-chat-completions#gpt-4o-and-gpt-4-turbo).",,GPT-4o (Aug 2024),2023-10-01,"An updated version of GPT-4o, OpenAI's model that powered ChatGPT from mid-2024 to -2025.",,,GPT-4o,GPT-4o,,2024-05-13,,"gpt-4o-2024-08-06_2026-03-05_Azure,gpt-4o-2024-08-06_2026-03-05_OpenAI,gpt-4o-2024-08-06_2026-03-05_OpenAI,gpt-4o-2024-08-06_2026-03-05_Azure",GPT-4o (Aug 2024),,,GPT-4o
Hermes-2-Theta-Llama-3-70B,Hermes 2 Theta Llama-3 70B,2024-06-20,https://huggingface.co/NousResearch/Hermes-2-Theta-Llama-3-70B,"This appears to be fine-tuned from Llama 3-70B, which has a knowledge cutoff date of December 1, 2023, according to https://huggingface.co/meta-llama/Meta-Llama-3-70B.",NousResearch,,2023-12-01,Nous Research’s fine-tuned Llama-3 70B optimized for instruction following and chat.,,,,,,2024-06-20,,,,,,Hermes 2 Theta Llama-3 70B
Meta-Llama-3-70B-Instruct,Llama 3-70B,2024-04-18,https://huggingface.co/meta-llama/Meta-Llama-3-70B-Instruct,"Knowledge cutoff date is December 1, 2023, according to https://huggingface.co/meta-llama/Meta-Llama-3-70B-Instruct.",meta-llama,,2023-12-01,An instruction-tuned version of the 70 billion-parameter model in Meta’s LLaMA 3 series.,,,,,,2024-04-18,,,,,,Llama 3-70B
Llama-3.1-8B-Instruct,Llama 3.1-8B,2024-07-23,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,"Knowledge cutoff date is December 1, 2023, according to https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct.",meta-llama,,2023-12-01,An instruction-tuned version of the 8 billion-parameter model in Meta’s LLaMA 3.1 series.,,,,,,2024-07-23,,"Llama-3.1-8B-Instruct_2026-03-05_Novita,Llama-3.1-8B-Instruct_2026-03-05_DeepInfra,Llama-3.1-8B-Instruct_2026-03-05_Nebius,Llama-3.1-8B-Instruct_2026-03-05_Nebius,Llama-3.1-8B-Instruct_2026-03-05_Groq,Llama-3.1-8B-Instruct_2026-03-05_SiliconFlow,Llama-3.1-8B-Instruct_2026-03-05_Friendli,Llama-3.1-8B-Instruct_2026-03-05_Cerebras,Llama-3.1-8B-Instruct_2026-03-05_SambaNova,Llama-3.1-8B-Instruct_2026-03-05_Hyperbolic,Llama-3.1-8B-Instruct_2026-03-05_Cloudflare,Llama-3.1-8B-Instruct_2026-03-05_DeepInfra,Llama-3.1-8B-Instruct_2026-03-05_Novita,Llama-3.1-8B-Instruct_2026-03-05_Together,Llama-3.1-8B-Instruct_2026-03-05_Cloudflare",,,,Llama 3.1-8B
Llama-3.1-405B-Instruct,Llama 3.1-405B,2024-07-23,https://huggingface.co/meta-llama/Llama-3.1-405B-Instruct,"Knowledge cutoff date is December 1, 2023, according to https://huggingface.co/meta-llama/Llama-3.1-405B-Instruct.",meta-llama,,2023-12-01,An instruction-tuned version of the 405 billion-parameter model in Meta’s LLaMA 3.1 series.,,,Llama 3.1-405B,Llama 3.1-405B,,2024-07-23,,"Llama-3.1-405B-Instruct_2026-03-05_Hyperbolic,Llama-3.1-405B-Instruct_2026-03-05_Google",,,,Llama 3.1-405B
Ministral-3B,Ministral 3B,,https://ai.azure.com/explore/models/Ministral-3B/version/1/registry/azureml-mistral,,,,,,,,,,,2024-10-16,,,,,,Ministral 3B
Ministral-8B-Instruct-2410,Ministral 8B,2024-10-16,https://huggingface.co/mistralai/Ministral-8B-Instruct-2410,,mistralai,,,,,,,,,2024-10-16,,,,,,Ministral 8B
Mistral-Large-Instruct-2411,Mistral Large 2,2024-11-15,https://huggingface.co/mistralai/Mistral-Large-Instruct-2411,,mistralai,Mistral Large 2411,,,,Mistral Large 2411,,,,2024-07-24,,,Mistral Large 2 (Nov 2024),,,Mistral Large 2
nemotron-4-340b-Instruct,Nemotron-4 340B,2024-06-14,https://huggingface.co/nvidia/Nemotron-4-340B-Instruct,,nvidia,,,,,,,,,2024-06-14,,,,,,Nemotron-4 340B
o1-mini-2024-09-12_medium,o1-mini,2024-09-12,https://platform.openai.com/docs/models#o1,"The o1 series of models are trained with reinforcement learning to perform complex reasoning. o1 models think before they answer, producing a long internal chain of thought before responding to the user. Learn about the capabilities of o1 models in our reasoning guide.

There are two model types available today:

o1: reasoning model designed to solve hard problems across domains
o1-mini: fast and affordable reasoning model for specialized tasks
The latest o1 model supports both text and image inputs, and produces text outputs (including Structured Outputs). o1-mini currently only supports text inputs and outputs.

The knowledge cutoff for o1 and o1-mini models is October, 2023.

Knowledge cutoff date of o1-mini is September 30, 2023, according to https://platform.openai.com/docs/models/o1-mini.",,o1-mini (medium),2023-09-30,"A smaller version of OpenAI’s first reasoning model, o1, evaluated with medium reasoning effort.",,,,,,2024-09-12,,,,,,o1-mini
o1-preview-2024-09-12,o1-preview,2024-09-12,https://platform.openai.com/docs/models#o1,"The o1 series of models are trained with reinforcement learning to perform complex reasoning. o1 models think before they answer, producing a long internal chain of thought before responding to the user. Learn about the capabilities of o1 models in our reasoning guide.

There are two model types available today:

o1: reasoning model designed to solve hard problems across domains
o1-mini: fast and affordable reasoning model for specialized tasks
The latest o1 model supports both text and image inputs, and produces text outputs (including Structured Outputs). o1-mini currently only supports text inputs and outputs.

The knowledge cutoff for o1 and o1-mini models is October, 2023.

Knowledge cutoff date of o1-preview-2024-09-12 is September 30, 2023, according to https://platform.openai.com/docs/models/o1.",,o1-preview,2023-09-30,"The September 2024 preview version of OpenAI’s first reasoning model, o1. ",,,o1-preview,o1-preview,,2024-09-12,,,,,,o1-preview
Mistral-7B-v0.1,Mistral 7B,2023-09-27,https://huggingface.co/mistralai/Mistral-7B-v0.1,,mistralai,,,,,,,,,2023-10-10,,,Mistral 7B v0.1,,,Mistral 7B
Mistral-Nemo-Base-2407,Mistral NeMo,2024-07-18,https://huggingface.co/mistralai/Mistral-Nemo-Base-2407,,mistralai,,,,,,,,,2024-07-18,,"Mistral-Nemo-Base-2407_2026-03-05_DeepInfra,Mistral-Nemo-Base-2407_2026-03-05_Chutes,Mistral-Nemo-Base-2407_2026-03-05_Novita,Mistral-Nemo-Base-2407_2026-03-05_Mistral",,,,Mistral NeMo
Mistral-Nemo-Instruct-2407,Mistral NeMo,2024-07-18,https://huggingface.co/mistralai/Mistral-Nemo-Instruct-2407,,mistralai,,,,,,,,,2024-07-18,,"Mistral-Nemo-Instruct-2407_2026-03-05_DeepInfra,Mistral-Nemo-Instruct-2407_2026-03-05_Chutes,Mistral-Nemo-Instruct-2407_2026-03-05_Novita,Mistral-Nemo-Instruct-2407_2026-03-05_Mistral",,,,Mistral NeMo
Mixtral-8x7B-v0.1,Mixtral 8x7B,2023-12-11,https://huggingface.co/mistralai/Mixtral-8x7B-v0.1,,mistralai,,,,,,,,,2023-12-11,,,,,,Mixtral 8x7B
Mixtral-8x22B-v0.1,Mixtral 8x22B,2024-04-17,https://huggingface.co/mistralai/Mixtral-8x22B-v0.1,,mistralai,,,,,,,,,2024-04-17,,,,,,Mixtral 8x22B
qwen1.5-72b-chat,Qwen1.5-72B,2024-02-04,https://huggingface.co/Qwen/Qwen1.5-72B-Chat,,Qwen,,,,,Qwen1.5-72B,,,,2024-02-04,,,,,,Qwen1.5-72B
qwen1.5-110b-chat,Qwen1.5-110B,2024-04-25,https://huggingface.co/Qwen/Qwen1.5-110B-Chat,,Qwen,,,,,Qwen1.5-110B,,,,2024-04-25,,,,,,Qwen1.5-110B
qwen2-72b-instruct,Qwen2-72B,2024-06-07,https://huggingface.co/Qwen/Qwen2-72B-Instruct,,Qwen,,,Qwen's 72 billion-parameter model in the Qwen 2 series.,,Qwen2-72B,,,,2024-06-07,,,,,,Qwen2-72B
WizardLM-2-8x22B,WizardLM-2 8x22B,2024-04-15,https://huggingface.co/alpindale/WizardLM-2-8x22B,,alpindale,,,,,WizardLM-2 8x22B,,,,2024-04-15,,WizardLM-2-8x22B_2026-03-05_Novita,,,,WizardLM-2 8x22B
Yi-1.5-34B-Chat,Yi-1.5-34B,2024-05-13,https://huggingface.co/01-ai/Yi-1.5-34B-Chat,,01-ai,,,,,Yi-1.5-34B (chat),,,,2024-05-13,,,,,,Yi-1.5-34B
Yi-34B-Chat,Yi-34B,2023-11-22,https://huggingface.co/01-ai/Yi-34B-Chat,,01-ai,,,,,Yi-34B (chat),,,,2023-11-02,,,Yi-34B,2023-11-02,,Yi-34B
babbage-002,GPT-3 XL,2023-08-22,https://platform.openai.com/docs/models#gpt-base,,,,,,,,,,,2020-06-22,,,GPT-3 XL (babbage-002),,,GPT-3 XL
claude-3-5-haiku-20241022,Claude 3.5 Haiku,2024-10-22,,"Knowledge cutoff date is July 1, 2024, according to https://docs.anthropic.com/en/docs/about-claude/models/overview.",,Claude 3.5 Haiku (Oct 2024),2024-07-01,The smallest model in Anthropic’s Claude 3.5 Series. ,,Claude 3.5 Haiku (Oct 2024),,,,2024-10-22,,"claude-3-5-haiku-20241022_2026-03-05_Amazon Bedrock,claude-3-5-haiku-20241022_2026-03-05_Amazon Bedrock,claude-3-5-haiku-20241022_2026-03-05_Google",,,,Claude 3.5 Haiku
claude-instant-1.2,Claude Instant,2023-08-09,https://www.anthropic.com/news/releasing-claude-instant-1-2,"Knowledge cutoff date appears to be January 1, 2023, according to https://docsbot.ai/models/compare/claude-instant-1-2/gpt-4-1-nano.",,,2023-01-01,,,,,,,2023-08-09,,,,,,Claude Instant
deepseek-coder-33b-base,DeepSeek Coder 33B,2023-11-02,https://huggingface.co/deepseek-ai/deepseek-coder-33b-base,,deepseek-ai,,,,,DeepSeek Coder 33B (base),,,,2024-01-25,,,,,,DeepSeek Coder 33B
deepseek-coder-1.3b-base,DeepSeek Coder 1.3B,2023-11-02,https://huggingface.co/deepseek-ai/deepseek-coder-1.3b-base,,deepseek-ai,,,,,DeepSeek Coder 1.3B (base),,,,2024-01-25,,,,,,DeepSeek Coder 1.3B
deepseek-coder-6.7b-base,DeepSeek Coder 6.7B,2023-11-02,https://huggingface.co/deepseek-ai/deepseek-coder-6.7b-base,,deepseek-ai,,,,,DeepSeek Coder 6.7B (base),,,,2024-01-25,,,,,,DeepSeek Coder 6.7B
deepseek-math-7b-base,DeepSeekMath 7B,2024-02-05,https://huggingface.co/deepseek-ai/deepseek-math-7b-base,,deepseek-ai,,,,,DeepSeekMath 7B,,,,2024-02-05,,,,,,DeepSeekMath 7B
deepseek-coder-7b-base-v1.5,DeepSeek Coder 6.7B,2024-01-25,https://huggingface.co/deepseek-ai/deepseek-coder-7b-base-v1.5,,deepseek-ai,,,,,DeepSeek Coder 7B (base-v1.5),,,,2024-01-25,,,,,,DeepSeek Coder 6.7B
deepseek-llm-7b-base,DeepSeek LLM 7B,2023-11-29,https://huggingface.co/deepseek-ai/deepseek-llm-7b-base,,deepseek-ai,,,,,DeepSeek LLM 7B (base),,,,2024-01-05,,,,,,DeepSeek LLM 7B
deepseek-llm-7b-chat,DeepSeek LLM 7B,2023-11-29,https://huggingface.co/deepseek-ai/deepseek-llm-7b-chat,,deepseek-ai,,,,,DeepSeek LLM 7B (chat),,,,2024-01-05,,,,,,DeepSeek LLM 7B
deepseek-llm-67b-base,DeepSeek LLM 67B,2023-11-29,https://huggingface.co/deepseek-ai/deepseek-llm-67b-base,,deepseek-ai,,,,,DeepSeek LLM 67B (base),,,,2024-01-05,,,,,,DeepSeek LLM 67B
DeepSeek-V2,DeepSeek-V2 (MoE-236B),2024-05-07,https://huggingface.co/deepseek-ai/DeepSeek-V2,,deepseek-ai,,,,,,,,,2024-05-07,,,"DeepSeek-V2 (MoE-236B, May 2024)",,,DeepSeek-V2 (MoE-236B)
DeepSeek-V2.5,DeepSeek-V2.5,2024-09-06,https://huggingface.co/deepseek-ai/DeepSeek-V2.5,,deepseek-ai,,,,,DeepSeek-V2.5 (Sept 2024),,,,2024-09-06,,,DeepSeek-V2.5 (Sep 2024),,,DeepSeek-V2.5
deepseek-coder-1.3b-instruct,DeepSeek Coder 1.3B,2023-11-02,https://huggingface.co/deepseek-ai/deepseek-coder-1.3b-instruct,,deepseek-ai,,,,,DeepSeek Coder 1.3B (instruct),,,,2024-01-25,,,,,,DeepSeek Coder 1.3B
deepseek-coder-6.7b-instruct,DeepSeek Coder 6.7B,2023-11-02,https://huggingface.co/deepseek-ai/deepseek-coder-6.7b-instruct,,deepseek-ai,,,,,DeepSeek Coder 6.7B (instruct),,,,2024-01-25,,,,,,DeepSeek Coder 6.7B
deepseek-coder-33b-instruct,DeepSeek Coder 33B,2023-11-02,https://huggingface.co/deepseek-ai/deepseek-coder-33b-instruct,,deepseek-ai,,,,,DeepSeek Coder 33B (instruct),,,,2024-01-25,,,,,,DeepSeek Coder 33B
DeepSeek-Coder-V2-Base,DeepSeek-Coder-V2 236B,2024-06-17,https://huggingface.co/deepseek-ai/DeepSeek-Coder-V2-Base,,deepseek-ai,,,,,DeepSeek-Coder-V2 (base),,,,2024-06-17,,,,,,DeepSeek-Coder-V2 236B
qwen1.5-7b-chat,Qwen1.5-7B,2024-02-04,https://huggingface.co/Qwen/Qwen1.5-7B-Chat,,Qwen,,,,,Qwen1.5-7B (chat),,,,2024-02-04,,,,,,Qwen1.5-7B
qwen1.5-14b-chat,Qwen1.5-14B,2024-02-04,https://huggingface.co/Qwen/Qwen1.5-14B-Chat,,Qwen,,,,,Qwen1.5-15B (chat),,,,2024-02-04,,,,,,Qwen1.5-14B
Mistral-7B-Instruct-v0.2,Mistral 7B,2023-12-11,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,,mistralai,,,,,,,,,2023-10-10,,,Mistral 7B v0.2,,,Mistral 7B
Mistral-7B-Instruct-v0.1,Mistral 7B,2023-09-27,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.1,,mistralai,,,,,,,,,2023-10-10,,Mistral-7B-Instruct-v0.1_2026-03-05_Cloudflare,Mistral 7B v0.1,,,Mistral 7B
Mistral-7B-v0.3,Mistral 7B,2024-05-27,https://huggingface.co/mistralai/Mistral-7B-v0.3,,mistralai,,,,,,,,,2023-10-10,,,Mistral 7B v0.3,,,Mistral 7B
grok-2-vision-1212,Grok-2,2024-12-12,https://x.ai/blog/grok-1212,"""Our latest image understanding model with increased context window that can process a wide variety of visual information, including documents, diagrams, charts, screenshots, and photographs.""",,,,,,,,,,2024-08-13,,,Grok-2 (Dec 2024),,,Grok-2
grok-2-0813,Grok-2,2024-08-13,,,,,,,,,,,,2024-08-13,,,Grok-2 (Aug 2024),,,Grok-2
grok-2-mini-0813,Grok-2 mini,2024-08-13,,,,,,,,,,,,2024-08-13,,,,,,Grok-2 mini
gemini-1.5-flash-8b-001,Gemini 1.5 Flash 8B,2024-10-03,https://ai.google.dev/gemini-api/docs/models/gemini#gemini-1.5-flash-8b,"Gemini 1.5 Flash-8B is a small model designed for lower intelligence tasks.
Knowledge cutoff date appears to be October 1, 2024, according to https://llm-stats.com/models/compare/gemini-1.5-flash-8b-vs-deepseek-v2.5.",,,2024-10-01,,,,,,,2024-05-10,,,,,,Gemini 1.5 Flash 8B
gemini-1.0-pro-001,Gemini 1.0 Pro,2023-12-13,https://ai.google.dev/gemini-api/docs/models/gemini#gemini-1.0-pro,"""Gemini 1.0 Pro is an NLP model that handles tasks like multi-turn text and code chat, and code generation.""

April 9, 2025 - discontinuation date

Knowledge cutoff date appears to be February 1, 2024, according to https://llm-stats.com/models/gemini-1.0-pro.",,,2024-02-01,An earlier flagship model from Google DeepMind.,,,,,,2023-12-06,,,,,,Gemini 1.0 Pro
gemma-2-27b,Gemma 2 27B,,https://huggingface.co/google/gemma-2-27b,,google,,,A 27 billion-parameter open source model from Google DeepMind in the Gemma 2 series.,,,,,,2024-06-24,,,,,,Gemma 2 27B
davinci-002,GPT-3 175B (davinci),,https://platform.openai.com/docs/models#gpt-base,,,,,,,GPT-3 175B (davinci-002),,,,2020-05-28,,,,,,GPT-3 175B (davinci)
mpt-30b-instruct,MPT-30B,2023-06-22,https://huggingface.co/mosaicml/mpt-30b-instruct,,mosaicml,,,,,,,,,2023-06-22,,,,,,MPT-30B
mpt-7b-instruct,MPT-7B,2023-05-05,https://huggingface.co/mosaicml/mpt-7b-instruct,,mosaicml,,,,,,,,,2023-05-05,,,,,,MPT-7B
ministral-3b-2410,Ministral 3B,2024-10-16,,,,,,,,,,,,2024-10-16,,,,,,Ministral 3B
ministral-8b-2410,Ministral 8B,2024-10-16,,,,,,,,,,,,2024-10-16,,,,,,Ministral 8B
mistral-large-2402,Mistral Large,2024-02-26,,,,,,,,,,,,2024-02-26,,mistral-large-2402_2026-03-05_Mistral,,,,Mistral Large
mistral-large-2407,Mistral Large 2,2024-07-24,,,,,,,,,,,,2024-07-24,,mistral-large-2407_2026-03-05_Mistral,Mistral Large 2 (Jul 2024),,,Mistral Large 2
open-mistral-7b,Mistral 7B,2023-09-27,,,,,,,,,,,,2023-10-10,,,Mistral 7B v0.3,,,Mistral 7B
open-mistral-nemo-2407,Mistral NeMo,2024-07-18,,,,,,,,,,,,2024-07-18,,,,,,Mistral NeMo
open-mixtral-8x22b,Mixtral 8x22B,2024-04-17,,,,,,,,,,,,2024-04-17,,,,,,Mixtral 8x22B
open-mixtral-8x7b,Mixtral 8x7B,2023-12-11,,,,,,,,,,,,2023-12-11,,,,,,Mixtral 8x7B
Llama-3.3-70B-Instruct,Llama 3.3 70B,2024-12-06,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,"Knowledge cutoff date is December 1, 2023, according to https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct.",meta-llama,,2023-12-01,An instruction-tuned version of the 70 billion-parameter model in Meta's Llama 3.3 series.,,,,,,2024-12-06,,"Llama-3.3-70B-Instruct_2026-03-05_OpenInference,Llama-3.3-70B-Instruct_2026-03-05_Venice,Llama-3.3-70B-Instruct_2026-03-05_DeepInfra,Llama-3.3-70B-Instruct_2026-03-05_Inceptron,Llama-3.3-70B-Instruct_2026-03-05_Nebius,Llama-3.3-70B-Instruct_2026-03-05_Novita,Llama-3.3-70B-Instruct_2026-03-05_Parasail,Llama-3.3-70B-Instruct_2026-03-05_Nebius,Llama-3.3-70B-Instruct_2026-03-05_Crusoe,Llama-3.3-70B-Instruct_2026-03-05_Cloudflare,Llama-3.3-70B-Instruct_2026-03-05_SambaNova,Llama-3.3-70B-Instruct_2026-03-05_Groq,Llama-3.3-70B-Instruct_2026-03-05_Friendli,Llama-3.3-70B-Instruct_2026-03-05_SambaNova,Llama-3.3-70B-Instruct_2026-03-05_WandB,Llama-3.3-70B-Instruct_2026-03-05_Google,Llama-3.3-70B-Instruct_2026-03-05_Google,Llama-3.3-70B-Instruct_2026-03-05_Together",,2024-12-06,,Llama 3.3 70B
Llama-3.2-90B-Vision-Instruct,Llama 3.2 90B,2024-09-24,https://huggingface.co/meta-llama/Llama-3.2-90B-Vision-Instruct,"Knowledge cutoff date is December 1, 2023, according to https://huggingface.co/meta-llama/Llama-3.2-90B-Vision-Instruct.",meta-llama,,2023-12-01,An instruction-tuned version of the 90 billion-parameter vision model in Meta's Llama 3.3 series.,,,,,,2024-09-24,,,,,,Llama 3.2 90B
Llama-3.1-Tulu-3-70B-DPO,Tulu 3 (Tülu 3) 70B,2024-11-21,https://huggingface.co/allenai/Llama-3.1-Tulu-3-70B-DPO,"The base model has a knowledge cutoff date of December 1, 2023, according to https://huggingface.co/meta-llama/Llama-3.1-70B.",allenai,,2023-12-01,,,Tülu 3 70B,,,,2024-11-21,,,,,,Tulu 3 (Tülu 3) 70B
INTELLECT-MATH,INTELLECT-MATH,,https://huggingface.co/PrimeIntellect/INTELLECT-MATH,,PrimeIntellect,,,,,,,,,2025-01-17,,,,,,INTELLECT-MATH
Eurus-2-7B-PRIME,Eurus-2-7B-PRIME,2024-12-31,https://huggingface.co/PRIME-RL/Eurus-2-7B-PRIME,,PRIME-RL,,,,,,,,,2025-02-03,,,,,,Eurus-2-7B-PRIME
QwQ-32B,QwQ-32B,2025-03-05,https://huggingface.co/Qwen/QwQ-32B,,Qwen,,,,,QwQ 32B,,,,2025-03-06,,"QwQ-32B_2026-03-05_NextBit,QwQ-32B_2026-03-05_SiliconFlow",QwQ-32B,2025-03-05,,QwQ-32B
DeepSeek-V3,DeepSeek-V3,2024-12-26,https://huggingface.co/deepseek-ai/DeepSeek-V3,,deepseek-ai,,,DeepSeek’s 2024 mixture-of-experts model.,,DeepSeek-V3,,,,2024-12-24,,,,,,DeepSeek-V3
DeepSeek-R1,DeepSeek-R1,2025-01-20,https://huggingface.co/deepseek-ai/DeepSeek-R1,,deepseek-ai,,,,,DeepSeek-R1,,,,2025-01-20,,"DeepSeek-R1_2026-03-05_Novita,DeepSeek-R1_2026-03-05_Azure",,,,DeepSeek-R1
phi-4,Phi-4,2024-12-12,https://huggingface.co/microsoft/phi-4,,microsoft,,,,,,,,,2024-12-12,,"phi-4_2026-03-05_NextBit,phi-4_2026-03-05_DeepInfra",Phi-4,2024-12-12,,Phi-4
